Date,Open,High,Low,Close,Volume
15-Mar-16,3.59,3.62,3.35,3.39,204420
14-Mar-16,3.63,3.73,3.56,3.65,173837
11-Mar-16,3.52,3.69,3.49,3.66,194131
10-Mar-16,3.66,3.68,3.44,3.49,211441
9-Mar-16,3.69,3.84,3.64,3.65,293277
8-Mar-16,3.87,3.96,3.63,3.64,319893
7-Mar-16,3.75,4.03,3.74,3.88,471122
4-Mar-16,3.79,4.10,3.72,3.75,821730
3-Mar-16,3.55,3.84,3.50,3.77,675545
2-Mar-16,3.45,3.64,3.35,3.52,1259221
1-Mar-16,3.54,3.57,3.42,3.45,374890
29-Feb-16,3.42,3.58,3.42,3.54,481211
26-Feb-16,3.41,3.56,3.27,3.44,539267
25-Feb-16,3.61,3.94,3.30,3.43,2144772
24-Feb-16,3.01,3.25,2.90,3.13,448485
23-Feb-16,3.21,3.24,2.98,3.01,367882
22-Feb-16,3.21,3.24,3.08,3.21,227086
19-Feb-16,2.78,3.32,2.73,3.18,662251
18-Feb-16,2.88,2.88,2.66,2.78,512544
17-Feb-16,2.81,2.96,2.81,2.85,882718
16-Feb-16,2.78,2.83,2.76,2.80,499131
12-Feb-16,2.78,2.80,2.67,2.74,249247
11-Feb-16,2.63,2.82,2.61,2.73,213725
10-Feb-16,2.85,2.96,2.67,2.69,256756
9-Feb-16,2.67,2.89,2.67,2.83,268637
8-Feb-16,2.96,2.96,2.65,2.70,627187
5-Feb-16,3.13,3.17,2.96,2.96,511245
4-Feb-16,3.07,3.32,3.07,3.15,306923
3-Feb-16,3.02,3.10,2.88,3.07,159088
2-Feb-16,3.08,3.17,2.98,3.00,1230996
1-Feb-16,3.06,3.19,2.98,3.14,158999
29-Jan-16,2.98,3.17,2.98,3.13,237019
28-Jan-16,3.13,3.23,2.96,2.98,196006
27-Jan-16,3.17,3.33,3.04,3.06,285028
26-Jan-16,3.18,3.28,3.11,3.20,271605
25-Jan-16,3.25,3.36,3.15,3.15,200521
22-Jan-16,3.23,3.39,3.12,3.29,256996
21-Jan-16,3.01,3.38,2.92,3.17,391852
20-Jan-16,3.06,3.07,2.84,3.00,524427
19-Jan-16,3.23,3.23,3.01,3.12,282192
15-Jan-16,3.25,3.31,3.02,3.13,428198
14-Jan-16,3.31,3.54,3.21,3.36,442280
13-Jan-16,3.23,3.47,3.21,3.30,329728
12-Jan-16,3.43,3.73,3.19,3.30,688792
11-Jan-16,3.20,3.60,3.11,3.55,933383
8-Jan-16,3.06,3.28,3.02,3.21,466457
7-Jan-16,3.13,3.20,2.93,3.02,625238
6-Jan-16,3.38,3.50,3.15,3.17,403807
5-Jan-16,3.42,3.70,3.32,3.48,509017
4-Jan-16,3.42,3.49,3.28,3.46,348670
31-Dec-15,3.40,3.58,3.40,3.49,530914
30-Dec-15,3.45,3.51,3.37,3.42,756458
29-Dec-15,3.51,3.60,3.40,3.46,295199
28-Dec-15,3.55,3.61,3.42,3.49,278601
24-Dec-15,3.49,3.59,3.46,3.55,181928
23-Dec-15,3.74,3.76,3.46,3.52,462552
22-Dec-15,3.80,3.88,3.61,3.70,412866
21-Dec-15,3.38,3.84,3.27,3.76,984285
18-Dec-15,3.33,3.50,3.28,3.37,797513
17-Dec-15,3.41,3.50,3.31,3.33,171957
16-Dec-15,3.45,3.53,3.30,3.48,295527
15-Dec-15,3.20,3.58,3.20,3.48,469747
14-Dec-15,3.07,3.19,3.04,3.16,371799
11-Dec-15,3.15,3.24,3.08,3.08,386463
10-Dec-15,3.08,3.26,3.06,3.22,280053
9-Dec-15,3.03,3.20,3.03,3.10,275709
8-Dec-15,2.81,3.12,2.81,3.06,493263
7-Dec-15,3.04,3.07,2.80,2.82,524441
4-Dec-15,3.10,3.14,3.01,3.08,527472
3-Dec-15,3.05,3.20,3.05,3.10,426948
2-Dec-15,3.17,3.35,3.06,3.09,712026
1-Dec-15,3.49,3.54,3.30,3.35,606549
30-Nov-15,3.82,3.82,3.46,3.49,447948
27-Nov-15,3.60,3.84,3.51,3.78,280956
25-Nov-15,3.42,3.69,3.42,3.59,546578
24-Nov-15,3.15,3.56,3.15,3.42,899564
23-Nov-15,3.11,3.23,3.04,3.17,681509
20-Nov-15,3.21,3.30,3.13,3.13,457427
19-Nov-15,3.26,3.42,3.17,3.18,458789
18-Nov-15,3.22,3.46,3.21,3.24,510377
17-Nov-15,3.44,3.49,3.18,3.21,644010
16-Nov-15,3.70,3.77,3.40,3.45,408041
13-Nov-15,3.69,3.80,3.60,3.68,255306
12-Nov-15,3.86,3.94,3.70,3.72,317766
11-Nov-15,4.11,4.26,3.86,3.90,341443
10-Nov-15,4.29,4.31,4.01,4.10,432508
9-Nov-15,4.45,4.57,4.30,4.32,333246
6-Nov-15,4.16,4.49,4.09,4.45,429987
5-Nov-15,4.56,4.56,4.03,4.19,974671
4-Nov-15,5.15,5.18,4.87,4.99,343519
3-Nov-15,4.84,5.19,4.81,5.11,361736
2-Nov-15,4.67,4.96,4.52,4.90,253333
30-Oct-15,4.46,4.67,4.39,4.60,575139
29-Oct-15,4.54,4.69,4.43,4.46,122910
28-Oct-15,4.36,4.57,4.23,4.56,252878
27-Oct-15,4.53,4.65,4.26,4.36,373902
26-Oct-15,4.60,4.79,4.50,4.56,297592
23-Oct-15,4.68,4.74,4.59,4.63,265410
22-Oct-15,4.62,4.82,4.53,4.65,260769
21-Oct-15,4.94,4.96,4.59,4.59,190121
20-Oct-15,5.04,5.19,4.90,4.92,238696
19-Oct-15,4.95,5.17,4.87,5.06,116300
16-Oct-15,5.08,5.22,4.95,4.95,261945
15-Oct-15,4.87,5.14,4.84,5.05,296455
14-Oct-15,4.97,5.06,4.82,4.87,356602
13-Oct-15,5.06,5.17,4.87,4.93,319011
12-Oct-15,5.42,5.48,5.00,5.03,276875
9-Oct-15,5.31,5.60,5.24,5.40,278238
8-Oct-15,5.23,5.45,5.10,5.26,270921
7-Oct-15,5.21,5.43,5.16,5.25,251276
6-Oct-15,5.12,5.34,5.07,5.15,293654
5-Oct-15,4.93,5.25,4.92,5.12,404498
2-Oct-15,4.61,4.97,4.57,4.86,406349
1-Oct-15,4.71,4.78,4.52,4.64,420192
30-Sep-15,4.57,4.96,4.57,4.67,498811
29-Sep-15,4.58,4.79,4.41,4.54,661418
28-Sep-15,4.54,4.69,4.45,4.60,545135
25-Sep-15,5.47,5.52,4.68,4.71,734657
24-Sep-15,5.38,5.46,5.24,5.46,179573
23-Sep-15,5.59,5.65,5.37,5.43,168449
22-Sep-15,5.80,5.80,5.36,5.56,237441
21-Sep-15,5.90,6.00,5.79,5.83,382095
18-Sep-15,5.92,5.99,5.79,5.85,499217
17-Sep-15,5.80,6.11,5.80,6.03,243640
16-Sep-15,5.81,5.88,5.80,5.81,143704
15-Sep-15,5.82,5.89,5.71,5.81,154468
14-Sep-15,5.93,6.01,5.68,5.77,226899
11-Sep-15,6.00,6.14,5.90,6.00,306386
10-Sep-15,6.03,6.09,5.87,6.04,144054
9-Sep-15,6.14,6.35,6.00,6.01,266015
8-Sep-15,6.06,6.21,5.99,6.09,236063
4-Sep-15,6.00,6.24,5.94,6.02,224933
3-Sep-15,6.04,6.23,6.00,6.00,230959
2-Sep-15,6.23,6.27,5.83,6.08,250600
1-Sep-15,5.99,6.62,5.91,6.12,600961
31-Aug-15,5.98,6.20,5.89,6.13,266187
28-Aug-15,5.98,6.18,5.95,6.03,332941
27-Aug-15,5.71,6.03,5.68,5.97,342389
26-Aug-15,5.78,5.86,5.50,5.69,363562
25-Aug-15,5.70,6.04,5.51,5.69,689384
24-Aug-15,5.42,5.65,5.15,5.50,878365
21-Aug-15,5.62,5.98,5.50,5.71,681462
20-Aug-15,6.46,6.49,5.62,5.71,671161
19-Aug-15,6.70,6.80,6.50,6.50,350039
18-Aug-15,6.77,6.86,6.70,6.76,262942
17-Aug-15,6.85,6.89,6.78,6.80,229096
14-Aug-15,6.90,7.00,6.83,6.89,245136
13-Aug-15,7.17,7.26,6.87,6.94,282690
12-Aug-15,7.01,7.30,6.95,7.17,369062
11-Aug-15,7.34,7.48,7.04,7.16,557902
10-Aug-15,7.68,7.90,7.39,7.43,458871
7-Aug-15,7.70,7.84,7.57,7.68,235545
6-Aug-15,7.88,8.28,7.42,7.71,1100623
5-Aug-15,7.41,7.65,7.21,7.26,504143
4-Aug-15,7.31,7.48,7.24,7.38,311613
3-Aug-15,7.61,7.67,7.16,7.23,328945
31-Jul-15,7.63,7.86,7.53,7.62,268176
30-Jul-15,7.54,7.73,7.47,7.64,326349
29-Jul-15,7.47,7.69,7.29,7.60,240424
28-Jul-15,7.14,7.54,7.05,7.44,383780
27-Jul-15,7.13,7.36,7.02,7.15,393432
24-Jul-15,7.33,7.39,7.11,7.12,295719
23-Jul-15,7.44,7.57,7.32,7.37,326989
22-Jul-15,7.64,7.75,7.34,7.46,400336
21-Jul-15,7.62,7.86,7.39,7.70,468429
20-Jul-15,7.48,8.15,7.47,7.59,793292
17-Jul-15,7.20,7.84,7.16,7.48,641281
16-Jul-15,7.19,7.37,7.08,7.17,362295
15-Jul-15,7.31,7.46,7.06,7.18,445644
14-Jul-15,7.49,7.50,7.21,7.34,329562
13-Jul-15,7.52,7.75,7.31,7.47,434551
10-Jul-15,7.36,7.76,7.20,7.50,878608
9-Jul-15,7.15,7.46,7.14,7.30,357023
8-Jul-15,7.05,7.11,6.86,7.07,296022
7-Jul-15,7.38,7.38,6.78,7.10,681068
6-Jul-15,7.33,7.50,7.18,7.40,521680
2-Jul-15,7.71,7.71,7.35,7.43,674685
1-Jul-15,8.25,8.26,7.64,7.69,693572
30-Jun-15,8.17,8.32,7.99,8.20,526643
29-Jun-15,8.19,8.28,7.95,8.17,591121
26-Jun-15,8.97,8.98,8.22,8.27,2090902
25-Jun-15,8.65,9.05,8.55,8.98,581598
24-Jun-15,8.62,8.79,8.62,8.66,381926
23-Jun-15,8.40,8.72,8.32,8.66,411571
22-Jun-15,8.30,8.51,8.13,8.42,331731
19-Jun-15,8.48,8.48,8.22,8.29,291506
18-Jun-15,8.46,8.54,8.37,8.46,198122
17-Jun-15,8.41,8.53,8.29,8.44,270817
16-Jun-15,8.36,8.50,8.22,8.38,215299
15-Jun-15,8.10,8.52,8.02,8.34,361154
12-Jun-15,8.19,8.38,8.13,8.14,182665
11-Jun-15,8.20,8.54,8.10,8.25,351308
10-Jun-15,8.30,8.46,8.21,8.26,436398
9-Jun-15,8.43,8.58,8.21,8.23,212382
8-Jun-15,8.57,8.75,8.37,8.47,180371
5-Jun-15,8.33,8.67,8.31,8.61,263851
4-Jun-15,8.35,8.45,8.29,8.35,226689
3-Jun-15,8.16,8.58,8.15,8.43,301295
2-Jun-15,8.07,8.42,8.01,8.17,488055
1-Jun-15,8.31,8.47,8.12,8.25,354999
29-May-15,8.40,8.42,8.26,8.29,396005
28-May-15,8.89,8.90,8.43,8.43,567197
27-May-15,8.92,8.94,8.83,8.90,233821
26-May-15,8.96,9.25,8.82,8.93,502414
22-May-15,8.46,8.95,8.39,8.95,616405
21-May-15,8.31,8.54,8.31,8.42,445956
20-May-15,8.25,8.39,8.20,8.36,347837
19-May-15,8.11,8.30,8.09,8.24,581252
18-May-15,8.41,8.55,8.06,8.10,742201
15-May-15,8.84,8.90,8.31,8.48,685142
14-May-15,9.27,9.49,8.85,8.86,607309
13-May-15,9.21,9.64,8.89,9.24,1073515
12-May-15,8.63,9.37,8.60,9.25,1322172
11-May-15,8.36,8.69,8.30,8.56,782866
8-May-15,9.00,9.00,8.13,8.32,2103696
7-May-15,7.80,7.82,7.53,7.63,2239390
6-May-15,7.90,7.97,7.70,7.81,530440
5-May-15,8.02,8.04,7.85,7.90,742592
4-May-15,8.03,8.22,7.97,8.01,476786
1-May-15,8.05,8.11,7.93,8.07,505523
30-Apr-15,8.38,8.47,7.89,8.01,1067230
29-Apr-15,8.68,8.68,8.31,8.44,655726
28-Apr-15,8.80,8.87,8.66,8.75,528557
27-Apr-15,8.97,9.13,8.70,8.78,591260
24-Apr-15,8.95,9.15,8.89,8.90,486637
23-Apr-15,9.17,9.66,8.81,8.91,1878612
22-Apr-15,8.95,9.04,8.80,8.97,286247
21-Apr-15,9.14,9.15,8.91,8.96,357059
20-Apr-15,8.91,9.13,8.76,9.06,412808
17-Apr-15,8.93,8.99,8.80,8.80,438539
16-Apr-15,8.94,9.19,8.90,8.99,219220
15-Apr-15,9.03,9.10,8.87,9.06,368716
14-Apr-15,8.88,9.17,8.68,8.94,477809
13-Apr-15,8.82,9.00,8.77,8.84,322256
10-Apr-15,9.07,9.07,8.82,8.87,444284
9-Apr-15,9.02,9.12,8.86,9.02,403035
8-Apr-15,9.01,9.19,8.96,9.07,319326
7-Apr-15,8.94,9.20,8.93,9.01,523138
6-Apr-15,9.15,9.21,8.82,8.97,527904
2-Apr-15,9.43,9.50,9.15,9.16,407892
1-Apr-15,9.20,9.47,8.76,9.44,886743
31-Mar-15,9.20,9.36,9.05,9.20,308698
30-Mar-15,9.43,9.50,9.12,9.24,582389
27-Mar-15,9.39,9.56,9.26,9.43,422338
26-Mar-15,9.60,9.90,9.37,9.42,581667
25-Mar-15,10.00,10.01,9.35,9.68,949028
24-Mar-15,10.10,10.31,9.87,9.87,414890
23-Mar-15,9.66,10.16,9.50,10.04,521532
20-Mar-15,9.82,9.98,9.56,9.70,539049
19-Mar-15,9.78,9.94,9.71,9.83,214555
18-Mar-15,9.81,9.94,9.63,9.82,215276
17-Mar-15,9.46,9.94,9.41,9.81,474414
16-Mar-15,9.47,9.61,9.26,9.46,358605
13-Mar-15,9.63,9.68,9.34,9.45,436676
12-Mar-15,9.59,9.75,9.56,9.67,444594
11-Mar-15,9.53,9.67,9.27,9.55,662252
10-Mar-15,9.82,9.86,9.45,9.53,733925
9-Mar-15,10.45,10.45,9.82,9.82,608308
6-Mar-15,10.25,10.49,10.11,10.34,591503
5-Mar-15,10.04,10.47,9.80,10.32,700556
4-Mar-15,10.07,10.27,9.95,10.00,583892
3-Mar-15,9.95,10.21,9.95,10.05,679048
2-Mar-15,9.85,10.05,9.76,9.94,837392
27-Feb-15,9.97,10.00,9.60,9.77,635632
26-Feb-15,9.72,10.00,9.72,9.96,941287
25-Feb-15,9.63,9.79,9.57,9.75,1258914
